346.252732	317.066729	0	0	-83.415943	-51.405445	490.819987	
367.521966	317.405110	0	1	-77.483275	-51.431613	492.002758	
387.839593	319.129493	0	2	-71.752060	-51.024744	492.882291	
408.228965	319.570857	0	3	-66.011512	-51.012919	494.004147	
429.665384	319.922670	0	4	-59.950426	-51.035170	495.209791	
449.523668	321.583018	0	5	-54.282107	-50.641988	496.085285	
469.734643	321.951191	0	6	-48.516421	-50.650862	497.224686	
489.941382	322.974546	0	7	-42.714936	-50.455750	498.246950	
509.986164	323.823569	0	8	-36.938631	-50.313220	499.296270	
530.198734	324.060266	0	9	-31.096522	-50.362505	500.475302	
550.260768	325.155146	0	10	-25.262394	-50.142234	501.488670	
569.540291	325.841648	0	11	-19.636227	-50.044451	502.535701	
589.385744	326.566352	0	12	-13.820225	-49.937693	503.614606	
608.440312	327.273042	0	13	-8.212421	-49.831334	504.652806	
628.471380	328.229237	0	14	-2.292063	-49.651722	505.707884	
647.592784	328.419440	0	15	3.383507	-49.708111	506.858487	
666.483782	330.074821	0	16	9.011064	-49.298971	507.716249	
685.528067	330.302376	0	17	14.711693	-49.342450	508.863921	
704.622416	331.237111	0	18	20.447709	-49.161443	509.881894	
723.806467	331.864762	0	19	26.236964	-49.078113	510.969801	
348.407874	337.578551	1	0	-82.195782	-45.167054	487.262266	
368.682454	338.582485	1	1	-76.560367	-44.971058	488.251328	
390.129166	338.811177	1	2	-70.595805	-45.015932	489.451760	
410.150928	340.648578	1	3	-64.962156	-44.563825	490.284564	
431.593181	340.802855	1	4	-58.946932	-44.630549	491.508261	
451.814851	341.179055	1	5	-53.242000	-44.623265	492.625877	
471.906736	342.003808	1	6	-47.539984	-44.477883	493.658850	
492.259665	342.733901	1	7	-41.741085	-44.362321	494.729031	
512.154387	343.642077	1	8	-36.045777	-44.189076	495.743723	
532.244408	344.132759	1	9	-30.275617	-44.144748	496.851617	
551.568389	344.920473	1	10	-24.698174	-44.004461	497.863191	
571.381928	345.750766	1	11	-18.955640	-43.853031	498.900451	
590.483104	346.301462	1	12	-13.398126	-43.783822	499.951375	
