0	0	78.674162	-2.326616	-4.856452	-0.301848	-0.105205	0.947533	
0	0	78.674162	-2.326616	-4.856452	-0.288996	-0.105185	0.951534	
0	0	78.674162	-2.326616	-4.856452	-0.276174	-0.105302	0.955322	
0	0	78.674162	-2.326616	-4.856452	-0.263051	-0.105209	0.959028	
0	0	78.674162	-2.326616	-4.856452	-0.249992	-0.105244	0.962511	
0	0	78.674162	-2.326616	-4.856452	-0.237155	-0.104946	0.965787	
0	0	78.674162	-2.326616	-4.856452	-0.223999	-0.104706	0.968948	
0	0	78.674162	-2.326616	-4.856452	-0.210887	-0.104737	0.971883	
0	0	78.674162	-2.326616	-4.856452	-0.197600	-0.104497	0.974697	
0	0	78.674162	-2.326616	-4.856452	-0.184547	-0.104175	0.977287	
0	0	78.674162	-2.326616	-4.856452	-0.171047	-0.103994	0.979759	
0	0	78.674162	-2.326616	-4.856452	-0.157863	-0.103858	0.981984	
0	0	78.674162	-2.326616	-4.856452	-0.144562	-0.103632	0.984054	
0	0	78.674162	-2.326616	-4.856452	-0.131399	-0.103280	0.985935	
0	0	78.674162	-2.326616	-4.856452	-0.118146	-0.103065	0.987633	
0	0	78.674162	-2.326616	-4.856452	-0.302339	-0.092010	0.948749	
0	0	78.674162	-2.326616	-4.856452	-0.289467	-0.091955	0.952761	
0	0	78.674162	-2.326616	-4.856452	-0.276606	-0.091868	0.956582	
0	0	78.674162	-2.326616	-4.856452	-0.263524	-0.091787	0.960276	
0	0	78.674162	-2.326616	-4.856452	-0.250505	-0.091507	0.963781	
0	0	78.674162	-2.326616	-4.856452	-0.237564	-0.091532	0.967050	
0	0	78.674162	-2.326616	-4.856452	-0.224486	-0.091295	0.970191	
0	0	78.674162	-2.326616	-4.856452	-0.211162	-0.091418	0.973167	
0	0	78.674162	-2.326616	-4.856452	-0.198156	-0.091054	0.975932	
0	0	78.674162	-2.326616	-4.856452	-0.185028	-0.090998	0.978511	
0	0	78.674162	-2.326616	-4.856452	-0.171827	-0.090759	0.980937	
0	0	78.674162	-2.326616	-4.856452	-0.158488	-0.090552	0.983200	
0	0	78.674162	-2.326616	-4.856452	-0.145294	-0.090287	0.985260	
0	0	78.674162	-2.326616	-4.856452	-0.132146	-0.089985	0.987137	
0	0	78.674162	-2.326616	-4.856452	-0.118896	-0.089609	0.988855	
