0	0	0.000003	0.000076	-0.039293	
0	1	0.000000	0.000010	-0.004760	
0	2	0.000004	0.000108	-0.052010	
0	3	0.000001	0.000033	-0.015174	
0	4	0.000001	0.000037	-0.016642	
0	5	0.000001	0.000032	-0.013600	
0	6	-0.000001	-0.000031	0.012445	
0	7	-0.000001	-0.000034	0.013045	
0	8	0.000001	0.000022	-0.007943	
0	9	0.000002	0.000059	-0.020576	
0	10	-0.000001	-0.000035	0.011573	
0	11	0.000003	0.000076	-0.023536	
0	12	-0.000001	-0.000039	0.011497	
0	13	-0.000001	-0.000041	0.011148	
0	14	0.000001	0.000029	-0.007275	
0	15	-0.000000	-0.000004	0.000911	
0	16	0.000002	0.000058	-0.012600	
0	17	-0.000004	-0.000111	0.021984	
0	18	-0.000002	-0.000046	0.008140	
0	19	0.000000	0.000006	-0.001030	
1	0	-0.000001	-0.000026	0.013277	
1	1	0.000002	0.000066	-0.033105	
1	2	0.000001	0.000020	-0.009887	
1	3	-0.000000	-0.000006	0.002700	
1	4	-0.000001	-0.000023	0.010290	
1	5	0.000001	0.000032	-0.013791	
1	6	-0.000001	-0.000016	0.006487	
1	7	0.000001	0.000031	-0.012205	
1	8	-0.000000	-0.000009	0.003187	
1	9	0.000000	0.000010	-0.003654	
1	10	-0.000000	-0.000008	0.002704	
1	11	0.000002	0.000062	-0.019226	
1	12	-0.000004	-0.000134	0.039490	
1	13	0.000000	0.000000	-0.000098	
1	14	0.000003	0.000083	-0.021289	
1	15	-0.000001	-0.000020	0.004712	
1	16	0.000001	0.000032	-0.007008	
1	17	-0.000000	-0.000000	0.000040	
1	18	-0.000001	-0.000031	0.005627	
1	19	-0.000002	-0.000056	0.009029	
2	0	-0.000001	-0.000034	0.017461	
2	1	-0.000002	-0.000066	0.033149	
2	2	-0.000002	-0.000052	0.025270	
2	3	0.000001	0.000039	-0.018167	
2	4	0.000002	0.000050	-0.022453	
2	5	-0.000001	-0.000039	0.016706	
2	6	0.000001	0.000034	-0.014009	
2	7	0.000002	0.000065	-0.025431	
2	8	0.000000	0.000012	-0.004386	
2	9	0.000001	0.000018	-0.006378	
2	10	0.000003	0.000083	-0.027494	
2	11	-0.000001	-0.000021	0.006622	
2	12	0.000001	0.000027	-0.007874	
2	13	0.000001	0.000033	-0.009044	
2	14	-0.000001	-0.000028	0.007199	
2	15	0.000000	0.000003	-0.000734	
2	16	-0.000001	-0.000021	0.004670	
2	17	0.000002	0.000057	-0.011461	
2	18	-0.000004	-0.000109	0.019816	
2	19	-0.000001	-0.000026	0.004153	
3	0	-0.000002	-0.000067	0.035208	
3	1	-0.000003	-0.000096	0.048173	
3	2	0.000000	0.000012	-0.005928	
3	3	-0.000002	-0.000060	0.027786	
3	4	-0.000001	-0.000032	0.014316	
3	5	-0.000000	-0.000012	0.005198	
3	6	0.000000	0.000011	-0.004634	
3	7	0.000002	0.000052	-0.020143	
3	8	-0.000001	-0.000024	0.008973	
3	9	-0.000001	-0.000034	0.011851	
3	10	-0.000000	-0.000012	0.004044	
3	11	0.000001	0.000017	-0.005419	
3	12	0.000002	0.000047	-0.014021	
3	13	-0.000001	-0.000035	0.009643	
3	14	-0.000001	-0.000018	0.004734	
3	15	-0.000001	-0.000028	0.006694	
3	16	-0.000001	-0.000042	0.009228	
3	17	-0.000000	-0.000009	0.001906	
3	18	-0.000002	-0.000065	0.011903	
3	19	-0.000002	-0.000068	0.011057	
4	0	0.000002	0.000063	-0.032926	
4	1	-0.000001	-0.000034	0.017332	
4	2	-0.000002	-0.000047	0.022924	
4	3	-0.000001	-0.000042	0.019812	
4	4	0.000003	0.000077	-0.034355	
4	5	0.000001	0.000030	-0.012922	
4	6	0.000000	0.000003	-0.001310	
4	7	0.000000	0.000004	-0.001540	
4	8	-0.000001	-0.000043	0.015952	
4	9	0.000003	0.000073	-0.025867	
