0	0	0.156599	
0	0	0.035649	
0	0	0.091877	
0	0	0.078803	
0	0	0.108116	
0	0	0.145044	
0	0	0.071935	
0	0	0.042378	
0	0	0.037969	
0	0	0.033674	
0	1	0.370675	
0	1	0.081735	
0	1	0.149255	
0	1	0.215956	
0	1	0.050441	
0	1	0.081448	
0	1	0.071844	
0	1	0.209056	
0	1	0.147885	
0	1	0.120861	
0	2	0.098636	
0	2	0.090639	
0	2	0.157052	
0	2	0.113711	
0	2	0.169180	
0	2	0.191379	
0	2	0.070076	
0	2	0.063473	
0	2	0.050594	
0	2	0.094671	
0	3	0.139232	
0	3	0.192165	
0	3	0.119709	
0	3	0.138381	
0	3	0.066759	
0	3	0.074395	
0	3	0.113845	
0	3	0.082161	
0	3	0.104464	
0	3	0.112430	
0	4	0.045475	
0	4	0.051742	
0	4	0.037314	
0	4	0.125390	
0	4	0.095758	
0	4	0.104023	
0	4	0.038649	
0	4	0.028919	
0	4	0.001605	
0	4	0.040853	
0	5	0.153925	
0	5	0.089580	
0	5	0.076402	
0	5	0.077161	
0	5	0.090138	
0	5	0.187047	
0	5	0.032742	
0	5	0.035249	
0	5	0.028404	
0	5	0.023916	
0	6	0.077418	
0	6	0.089407	
0	6	0.059960	
0	6	0.064543	
0	6	0.182089	
0	6	0.084114	
0	6	0.069681	
0	6	0.061905	
0	6	0.061720	
0	6	0.062168	
0	7	0.023427	
0	7	0.197831	
0	7	0.098821	
0	7	0.051355	
0	7	0.204336	
0	7	0.193731	
0	7	0.088029	
0	7	0.055502	
0	7	0.027214	
0	7	0.039505	
0	8	0.050248	
0	8	0.093378	
0	8	0.067818	
0	8	0.097317	
0	8	0.189334	
0	8	0.188097	
0	8	0.048967	
0	8	0.044098	
0	8	0.035089	
0	8	0.035892	
0	9	0.122794	
0	9	0.017108	
0	9	0.072111	
0	9	0.054712	
0	9	0.094101	
0	9	0.156399	
0	9	0.053411	
0	9	0.052438	
0	9	0.045382	
0	9	0.046079	
0	10	0.098426	
0	10	0.118065	
0	10	0.090087	
0	10	0.143579	
0	10	0.111431	
0	10	0.153164	
0	10	0.033825	
0	10	0.035234	
0	10	0.188937	
0	10	0.188580	
0	11	0.098279	
0	11	0.142256	
0	11	0.171224	
0	11	0.171226	
0	11	0.031877	
0	11	0.035838	
0	11	0.087610	
0	11	0.118020	
0	11	0.072060	
0	11	0.071177	
0	12	0.127717	
0	12	0.071587	
0	12	0.229751	
0	12	0.089723	
0	12	0.101925	
0	12	0.116381	
0	12	0.099186	
0	12	0.109568	
0	12	0.092840	
0	12	0.092840	
0	13	0.061817	
0	13	0.129812	
0	13	0.108670	
0	13	0.092364	
0	13	0.072330	
0	13	0.068555	
0	13	0.166173	
0	13	0.134941	
0	13	0.094818	
0	13	0.136150	
0	14	0.226072	
0	14	0.154709	
0	14	0.141222	
0	14	0.184682	
0	14	0.094917	
0	14	0.093747	
0	14	0.028722	
0	14	0.135366	
0	14	0.158600	
0	14	0.180288	
0	15	0.155157	
0	15	0.100028	
0	15	0.048827	
0	15	0.047842	
0	15	0.146076	
0	15	0.118042	
0	15	0.057806	
0	15	0.088226	
0	15	0.082138	
0	15	0.100968	
0	16	0.117569	
0	16	0.209837	
0	16	0.231382	
0	16	0.057530	
0	16	0.139483	
0	16	0.156045	
0	16	0.215496	
0	16	0.140196	
0	16	0.140050	
0	16	0.171161	
0	17	0.083144	
0	17	0.095308	
0	17	0.057189	
0	17	0.062748	
0	17	0.058024	
0	17	0.096469	
0	17	0.142376	
0	17	0.133774	
0	17	0.114182	
0	17	0.148814	
0	18	0.099196	
0	18	0.215289	
0	18	0.148838	
0	18	0.108096	
0	18	0.069552	
0	18	0.082282	
0	18	0.092266	
0	18	0.051439	
0	18	0.056843	
0	18	0.241043	
0	19	0.175429	
0	19	0.097008	
0	19	0.073125	
0	19	0.072264	
0	19	0.154784	
0	19	0.143199	
0	19	0.068926	
0	19	0.074389	
0	19	0.186821	
0	19	0.129244	
1	0	0.131662	
1	0	0.124861	
1	0	0.045629	
1	0	0.200837	
1	0	0.132191	
1	0	0.077401	
1	0	0.052598	
1	0	0.028026	
1	0	0.030853	
1	0	0.030036	
1	1	0.126934	
1	1	0.148241	
1	1	0.083262	
1	1	0.064686	
1	1	0.094995	
1	1	0.030120	
1	1	0.085045	
1	1	0.073707	
1	1	0.200695	
1	1	0.199885	
1	2	0.035552	
1	2	0.083438	
1	2	0.089688	
1	2	0.121380	
1	2	0.118644	
1	2	0.088885	
1	2	0.137022	
1	2	0.034662	
1	2	0.033943	
1	2	0.030422	
1	3	0.043195	
1	3	0.272073	
1	3	0.035446	
1	3	0.042021	
1	3	0.176645	
1	3	0.062557	
1	3	0.116307	
1	3	0.099478	
1	3	0.099491	
1	3	0.107274	
1	4	0.039598	
1	4	0.121299	
1	4	0.136227	
1	4	0.025410	
1	4	0.035750	
1	4	0.095548	
1	4	0.031012	
1	4	0.030154	
1	4	0.042364	
1	4	0.070675	
1	5	0.072665	
1	5	0.056205	
1	5	0.015373	
1	5	0.126615	
1	5	0.143082	
1	5	0.089895	
1	5	0.019787	
1	5	0.040632	
1	5	0.040989	
1	5	0.041148	
1	6	0.215641	
1	6	0.051423	
1	6	0.093046	
1	6	0.065735	
1	6	0.122093	
1	6	0.168962	
1	6	0.050895	
1	6	0.029684	
1	6	0.029293	
1	6	0.023727	
1	7	0.029133	
1	7	0.082058	
1	7	0.060777	
1	7	0.074187	
1	7	0.204529	
1	7	0.146340	
1	7	0.027234	
1	7	0.037075	
1	7	0.040672	
1	7	0.091162	
1	8	0.090824	
1	8	0.030021	
1	8	0.019601	
1	8	0.151915	
1	8	0.147741	
1	8	0.068721	
1	8	0.046728	
1	8	0.072260	
1	8	0.049601	
1	8	0.148605	
1	9	0.248721	
1	9	0.029974	
1	9	0.046506	
1	9	0.065477	
1	9	0.056801	
1	9	0.076063	
1	9	0.071679	
1	9	0.079710	
1	9	0.068257	
1	9	0.070018	
1	10	0.020310	
1	10	0.030107	
1	10	0.046861	
1	10	0.061673	
1	10	0.109055	
1	10	0.064107	
1	10	0.050910	
1	10	0.058561	
1	10	0.047601	
1	10	0.030978	
1	11	0.109961	
1	11	0.111797	
1	11	0.031976	
1	11	0.070115	
1	11	0.091985	
1	11	0.089551	
1	11	0.145824	
1	11	0.054317	
1	11	0.054233	
1	11	0.072242	
1	12	0.106345	
1	12	0.171428	
1	12	0.161051	
1	12	0.118438	
1	12	0.034018	
1	12	0.011900	
1	12	0.137034	
1	12	0.035828	
1	12	0.143055	
1	12	0.190596	
1	13	0.059463	
1	13	0.135469	
1	13	0.037122	
1	13	0.081223	
1	13	0.202464	
1	13	0.141951	
1	13	0.120199	
1	13	0.044640	
1	13	0.035874	
1	13	0.116393	
1	14	0.072674	
1	14	0.119476	
1	14	0.040631	
1	14	0.133209	
1	14	0.266414	
1	14	0.152131	
1	14	0.046177	
1	14	0.083440	
1	14	0.064968	
1	14	0.225809	
1	15	0.143113	
1	15	0.093225	
1	15	0.061668	
1	15	0.146897	
1	15	0.041201	
1	15	0.089891	
1	15	0.078187	
1	15	0.056438	
1	15	0.066092	
1	15	0.086048	
1	16	0.185401	
1	16	0.176756	
1	16	0.134299	
1	16	0.149349	
1	16	0.119019	
1	16	0.207587	
1	16	0.077406	
1	16	0.046397	
1	16	0.108014	
1	16	0.131939	
1	17	0.222367	
1	17	0.095804	
1	17	0.105308	
1	17	0.147122	
1	17	0.066756	
1	17	0.117874	
1	17	0.043101	
1	17	0.041698	
1	17	0.041821	
1	17	0.075036	
1	18	0.146505	
1	18	0.125473	
1	18	0.220006	
1	18	0.128842	
1	18	0.059027	
1	18	0.083852	
1	18	0.085236	
1	18	0.084279	
1	18	0.084344	
1	18	0.042891	
1	19	0.110503	
1	19	0.102690	
1	19	0.069844	
1	19	0.204574	
1	19	0.020699	
1	19	0.060668	
1	19	0.055926	
1	19	0.043500	
1	19	0.077131	
1	19	0.064351	
2	0	0.311250	
2	0	0.084660	
2	0	0.059094	
2	0	0.347378	
2	0	0.242529	
2	0	0.187309	
2	0	0.366765	
2	0	0.304824	
2	0	0.239708	
2	0	0.238949	
2	1	0.197522	
2	1	0.131520	
2	1	0.151760	
2	1	0.199924	
2	1	0.125225	
2	1	0.074658	
2	1	0.185428	
2	1	0.232514	
2	1	0.211976	
2	1	0.129609	
2	2	0.055183	
2	2	0.059319	
2	2	0.072520	
2	2	0.059960	
2	2	0.173683	
2	2	0.113696	
2	2	0.071566	
2	2	0.076073	
2	2	0.054168	
2	2	0.080751	
2	3	0.281367	
2	3	0.109286	
2	3	0.100457	
2	3	0.085132	
2	3	0.139358	
2	3	0.159206	
2	3	0.088935	
2	3	0.082917	
2	3	0.073369	
2	3	0.073575	
2	4	0.186322	
2	4	0.186587	
2	4	0.197633	
2	4	0.141073	
2	4	0.201333	
2	4	0.067035	
2	4	0.106201	
2	4	0.094266	
2	4	0.170904	
2	4	0.213526	
2	5	0.188950	
2	5	0.042091	
2	5	0.031356	
2	5	0.145537	
2	5	0.125647	
2	5	0.080166	
2	5	0.162751	
2	5	0.163878	
2	5	0.098731	
2	5	0.097951	
2	6	0.202392	
2	6	0.034192	
2	6	0.046505	
2	6	0.063351	
2	6	0.084288	
2	6	0.062365	
2	6	0.051609	
2	6	0.060117	
2	6	0.060494	
2	6	0.059753	
2	7	0.325207	
2	7	0.019094	
2	7	0.055926	
2	7	0.036606	
2	7	0.085630	
2	7	0.117759	
2	7	0.131406	
2	7	0.167186	
2	7	0.059402	
2	7	0.058625	
2	8	0.139951	
2	8	0.013493	
2	8	0.093280	
2	8	0.140275	
2	8	0.063163	
2	8	0.202618	
2	8	0.182607	
2	8	0.137131	
2	8	0.155347	
2	8	0.182418	
2	9	0.061385	
2	9	0.186253	
2	9	0.133069	
2	9	0.122329	
2	9	0.217331	
2	9	0.141857	
2	9	0.088533	
2	9	0.041798	
2	9	0.041451	
2	9	0.026533	
2	10	0.060531	
2	10	0.040596	
2	10	0.104803	
2	10	0.077113	
2	10	0.167808	
2	10	0.201661	
2	10	0.060199	
2	10	0.059335	
2	10	0.059449	
2	10	0.055988	
2	11	0.225082	
2	11	0.023440	
2	11	0.063572	
2	11	0.059614	
2	11	0.041030	
2	11	0.092469	
2	11	0.056925	
2	11	0.041616	
2	11	0.070869	
2	11	0.058344	
2	12	0.026256	
2	12	0.184672	
2	12	0.077449	
2	12	0.020651	
2	12	0.110070	
2	12	0.209583	
2	12	0.046462	
2	12	0.071298	
2	12	0.093297	
2	12	0.026253	
2	13	0.170341	
2	13	0.046231	
2	13	0.022128	
2	13	0.171966	
2	13	0.031004	
2	13	0.033577	
2	13	0.107479	
2	13	0.067215	
2	13	0.100791	
2	13	0.075208	
2	14	0.078146	
2	14	0.020340	
2	14	0.035730	
2	14	0.067523	
2	14	0.081280	
2	14	0.103256	
2	14	0.019875	
2	14	0.018911	
2	14	0.038805	
2	14	0.058949	
2	15	0.058659	
2	15	0.106026	
2	15	0.071372	
2	15	0.078696	
2	15	0.210528	
2	15	0.199618	
2	15	0.112575	
2	15	0.112229	
2	15	0.034565	
2	15	0.127758	
2	16	0.355208	
2	16	0.174094	
2	16	0.083745	
2	16	0.222713	
2	16	0.161787	
2	16	0.128181	
2	16	0.076930	
2	16	0.146313	
2	16	0.173363	
2	16	0.189291	
2	17	0.061146	
2	17	0.150073	
2	17	0.134173	
2	17	0.031353	
2	17	0.089611	
2	17	0.105599	
2	17	0.077894	
2	17	0.105602	
2	17	0.102439	
2	17	0.050756	
2	18	0.305566	
2	18	0.138404	
2	18	0.405708	
2	18	0.089488	
2	18	0.132860	
2	18	0.070319	
2	18	0.146060	
2	18	0.135863	
2	18	0.135635	
2	18	0.121985	
2	19	0.091434	
2	19	0.109902	
2	19	0.171375	
2	19	0.082607	
2	19	0.111966	
2	19	0.200036	
2	19	0.062730	
2	19	0.087857	
2	19	0.087742	
2	19	0.082291	
3	0	0.293239	
3	0	0.220800	
3	0	0.182049	
3	0	0.168537	
3	0	0.138568	
3	0	0.103286	
3	0	0.117167	
3	0	0.087556	
3	0	0.207288	
3	0	0.281611	
3	1	0.286819	
3	1	0.069026	
3	1	0.150805	
3	1	0.119065	
3	1	0.112426	
3	1	0.183397	
3	1	0.068984	
3	1	0.069046	
3	1	0.066932	
3	1	0.066901	
3	2	0.296109	
3	2	0.238890	
3	2	0.150475	
3	2	0.184046	
3	2	0.138890	
3	2	0.032420	
3	2	0.130750	
3	2	0.137878	
3	2	0.218001	
3	2	0.268929	
3	3	0.088326	
3	3	0.087972	
3	3	0.116925	
3	3	0.100861	
3	3	0.191734	
